SUBJID_tissue	SMTSD	Subject_id
GTEX-12696_Thyroid	Thyroid	GTEX-12696
GTEX-12696_Blood_Vessel	Blood_Vessel	GTEX-12696
GTEX-12696_Adrenal_Gland	Adrenal_Gland	GTEX-12696
GTEX-12696_Liver	Liver	GTEX-12696
GTEX-12696_Lung	Lung	GTEX-12696
GTEX-12696_Heart	Heart	GTEX-12696
GTEX-12696_Esophagus	Esophagus	GTEX-12696
GTEX-12696_Stomach	Stomach	GTEX-12696
GTEX-12696_Adipose_Tissue	Adipose_Tissue	GTEX-12696
GTEX-12696_Colon	Colon	GTEX-12696
GTEX-12696_Prostate	Prostate	GTEX-12696
GTEX-12696_Nerve	Nerve	GTEX-12696
GTEX-12696_Muscle	Muscle	GTEX-12696
GTEX-12696_Pituitary	Pituitary	GTEX-12696
GTEX-1269C_Blood	Blood	GTEX-1269C
GTEX-1269C_Skin	Skin	GTEX-1269C
GTEX-1269C_Thyroid	Thyroid	GTEX-1269C
GTEX-1269C_Liver	Liver	GTEX-1269C
GTEX-1269C_Heart	Heart	GTEX-1269C
GTEX-1269C_Lung	Lung	GTEX-1269C
GTEX-1269C_Esophagus	Esophagus	GTEX-1269C
GTEX-1269C_Ovary	Ovary	GTEX-1269C
GTEX-1269C_Breast	Breast	GTEX-1269C
GTEX-1269C_Muscle	Muscle	GTEX-1269C
GTEX-1269C_Adipose_Tissue	Adipose_Tissue	GTEX-1269C
GTEX-1269C_Blood_Vessel	Blood_Vessel	GTEX-1269C
GTEX-1269C_Brain	Brain	GTEX-1269C
GTEX-1269C_Pituitary	Pituitary	GTEX-1269C
GTEX-12BJ1_Blood	Blood	GTEX-12BJ1
GTEX-12BJ1_Skin	Skin	GTEX-12BJ1
GTEX-12BJ1_Heart	Heart	GTEX-12BJ1
GTEX-12BJ1_Thyroid	Thyroid	GTEX-12BJ1
GTEX-12BJ1_Adrenal_Gland	Adrenal_Gland	GTEX-12BJ1
GTEX-12BJ1_Spleen	Spleen	GTEX-12BJ1
GTEX-12BJ1_Adipose_Tissue	Adipose_Tissue	GTEX-12BJ1
GTEX-12BJ1_Lung	Lung	GTEX-12BJ1
GTEX-12BJ1_Pancreas	Pancreas	GTEX-12BJ1
GTEX-12BJ1_Prostate	Prostate	GTEX-12BJ1
GTEX-12BJ1_Testis	Testis	GTEX-12BJ1
GTEX-12BJ1_Esophagus	Esophagus	GTEX-12BJ1
GTEX-12BJ1_Stomach	Stomach	GTEX-12BJ1
GTEX-12BJ1_Breast	Breast	GTEX-12BJ1
GTEX-12BJ1_Small_Intestine	Small_Intestine	GTEX-12BJ1
GTEX-12BJ1_Colon	Colon	GTEX-12BJ1
GTEX-12BJ1_Salivary_Gland	Salivary_Gland	GTEX-12BJ1
GTEX-12BJ1_Muscle	Muscle	GTEX-12BJ1
GTEX-12BJ1_Nerve	Nerve	GTEX-12BJ1
GTEX-12BJ1_Blood_Vessel	Blood_Vessel	GTEX-12BJ1
GTEX-12C56_Blood	Blood	GTEX-12C56
GTEX-12C56_Skin	Skin	GTEX-12C56
GTEX-12C56_Blood_Vessel	Blood_Vessel	GTEX-12C56
GTEX-12C56_Esophagus	Esophagus	GTEX-12C56
GTEX-12C56_Stomach	Stomach	GTEX-12C56
GTEX-12C56_Colon	Colon	GTEX-12C56
GTEX-12C56_Adipose_Tissue	Adipose_Tissue	GTEX-12C56
GTEX-12C56_Prostate	Prostate	GTEX-12C56
GTEX-12C56_Testis	Testis	GTEX-12C56
GTEX-12C56_Nerve	Nerve	GTEX-12C56
GTEX-12C56_Muscle	Muscle	GTEX-12C56
GTEX-12KS4_Blood	Blood	GTEX-12KS4
GTEX-12KS4_Skin	Skin	GTEX-12KS4
GTEX-12KS4_Breast	Breast	GTEX-12KS4
GTEX-12KS4_Adipose_Tissue	Adipose_Tissue	GTEX-12KS4
GTEX-12KS4_Blood_Vessel	Blood_Vessel	GTEX-12KS4
GTEX-12KS4_Lung	Lung	GTEX-12KS4
GTEX-12KS4_Muscle	Muscle	GTEX-12KS4
GTEX-12KS4_Esophagus	Esophagus	GTEX-12KS4
GTEX-12KS4_Nerve	Nerve	GTEX-12KS4
GTEX-12KS4_Liver	Liver	GTEX-12KS4
GTEX-12KS4_Colon	Colon	GTEX-12KS4
GTEX-12WSA_Skin	Skin	GTEX-12WSA
GTEX-12WSA_Brain	Brain	GTEX-12WSA
GTEX-12WSA_Adipose_Tissue	Adipose_Tissue	GTEX-12WSA
GTEX-12WSA_Muscle	Muscle	GTEX-12WSA
GTEX-12WSA_Lung	Lung	GTEX-12WSA
GTEX-12WSA_Heart	Heart	GTEX-12WSA
GTEX-12WSA_Esophagus	Esophagus	GTEX-12WSA
GTEX-12WSC_Blood	Blood	GTEX-12WSC
GTEX-12WSC_Skin	Skin	GTEX-12WSC
GTEX-12WSC_Brain	Brain	GTEX-12WSC
GTEX-12WSC_Adipose_Tissue	Adipose_Tissue	GTEX-12WSC
GTEX-12WSC_Muscle	Muscle	GTEX-12WSC
GTEX-12WSC_Blood_Vessel	Blood_Vessel	GTEX-12WSC
GTEX-12WSC_Thyroid	Thyroid	GTEX-12WSC
GTEX-12WSC_Heart	Heart	GTEX-12WSC
GTEX-12WSC_Pituitary	Pituitary	GTEX-12WSC
GTEX-12WSD_Blood	Blood	GTEX-12WSD
GTEX-12WSD_Skin	Skin	GTEX-12WSD
GTEX-12WSD_Brain	Brain	GTEX-12WSD
GTEX-12WSD_Adipose_Tissue	Adipose_Tissue	GTEX-12WSD
GTEX-12WSD_Nerve	Nerve	GTEX-12WSD
GTEX-12WSD_Muscle	Muscle	GTEX-12WSD
GTEX-12WSD_Lung	Lung	GTEX-12WSD
GTEX-12WSD_Thyroid	Thyroid	GTEX-12WSD
GTEX-12WSD_Blood_Vessel	Blood_Vessel	GTEX-12WSD
GTEX-12WSD_Heart	Heart	GTEX-12WSD
GTEX-12WSD_Liver	Liver	GTEX-12WSD
GTEX-12WSD_Pancreas	Pancreas	GTEX-12WSD
GTEX-12WSD_Spleen	Spleen	GTEX-12WSD
GTEX-12WSD_Esophagus	Esophagus	GTEX-12WSD
GTEX-12WSD_Adrenal_Gland	Adrenal_Gland	GTEX-12WSD
GTEX-12WSD_Stomach	Stomach	GTEX-12WSD
GTEX-12WSD_Colon	Colon	GTEX-12WSD
GTEX-12WSD_Ovary	Ovary	GTEX-12WSD
GTEX-12WSD_Uterus	Uterus	GTEX-12WSD
GTEX-12WSD_Vagina	Vagina	GTEX-12WSD
GTEX-12WSD_Pituitary	Pituitary	GTEX-12WSD
GTEX-12WSE_Blood	Blood	GTEX-12WSE
GTEX-12WSE_Skin	Skin	GTEX-12WSE
GTEX-12WSE_Brain	Brain	GTEX-12WSE
GTEX-12WSE_Lung	Lung	GTEX-12WSE
GTEX-12WSE_Heart	Heart	GTEX-12WSE
GTEX-12WSE_Blood_Vessel	Blood_Vessel	GTEX-12WSE
GTEX-12WSE_Thyroid	Thyroid	GTEX-12WSE
GTEX-12WSE_Pituitary	Pituitary	GTEX-12WSE
GTEX-12WSF_Blood	Blood	GTEX-12WSF
GTEX-12WSF_Skin	Skin	GTEX-12WSF
GTEX-12WSF_Brain	Brain	GTEX-12WSF
GTEX-12WSF_Nerve	Nerve	GTEX-12WSF
GTEX-12WSF_Muscle	Muscle	GTEX-12WSF
GTEX-12WSF_Adipose_Tissue	Adipose_Tissue	GTEX-12WSF
GTEX-12WSF_Pituitary	Pituitary	GTEX-12WSF
GTEX-12WSG_Blood	Blood	GTEX-12WSG
GTEX-12WSG_Skin	Skin	GTEX-12WSG
GTEX-12WSG_Thyroid	Thyroid	GTEX-12WSG
GTEX-12WSG_Adipose_Tissue	Adipose_Tissue	GTEX-12WSG
GTEX-12WSG_Heart	Heart	GTEX-12WSG
GTEX-12WSG_Liver	Liver	GTEX-12WSG
GTEX-12WSG_Adrenal_Gland	Adrenal_Gland	GTEX-12WSG
GTEX-12WSG_Spleen	Spleen	GTEX-12WSG
GTEX-12WSG_Pancreas	Pancreas	GTEX-12WSG
GTEX-12WSG_Ovary	Ovary	GTEX-12WSG
GTEX-12WSG_Stomach	Stomach	GTEX-12WSG
GTEX-12WSG_Uterus	Uterus	GTEX-12WSG
GTEX-12WSG_Colon	Colon	GTEX-12WSG
GTEX-12WSG_Nerve	Nerve	GTEX-12WSG
GTEX-12WSG_Lung	Lung	GTEX-12WSG
GTEX-12WSG_Esophagus	Esophagus	GTEX-12WSG
GTEX-12WSG_Muscle	Muscle	GTEX-12WSG
GTEX-12WSH_Blood	Blood	GTEX-12WSH
GTEX-12WSH_Skin	Skin	GTEX-12WSH
GTEX-12WSH_Brain	Brain	GTEX-12WSH
GTEX-12WSH_Lung	Lung	GTEX-12WSH
GTEX-12WSH_Thyroid	Thyroid	GTEX-12WSH
GTEX-12WSH_Testis	Testis	GTEX-12WSH
GTEX-12WSH_Muscle	Muscle	GTEX-12WSH
GTEX-12WSH_Blood_Vessel	Blood_Vessel	GTEX-12WSH
GTEX-12WSH_Pituitary	Pituitary	GTEX-12WSH
GTEX-12WSI_Blood	Blood	GTEX-12WSI
GTEX-12WSI_Skin	Skin	GTEX-12WSI
GTEX-12WSI_Brain	Brain	GTEX-12WSI
GTEX-12WSI_Liver	Liver	GTEX-12WSI
GTEX-12WSI_Heart	Heart	GTEX-12WSI
GTEX-12WSI_Lung	Lung	GTEX-12WSI
GTEX-12WSI_Adipose_Tissue	Adipose_Tissue	GTEX-12WSI
GTEX-12WSI_Testis	Testis	GTEX-12WSI
GTEX-12WSJ_Blood	Blood	GTEX-12WSJ
GTEX-12WSJ_Skin	Skin	GTEX-12WSJ
GTEX-12WSJ_Adrenal_Gland	Adrenal_Gland	GTEX-12WSJ
GTEX-12WSJ_Lung	Lung	GTEX-12WSJ
GTEX-12WSJ_Thyroid	Thyroid	GTEX-12WSJ
GTEX-12WSJ_Spleen	Spleen	GTEX-12WSJ
GTEX-12WSJ_Esophagus	Esophagus	GTEX-12WSJ
GTEX-12WSJ_Stomach	Stomach	GTEX-12WSJ
GTEX-12WSJ_Ovary	Ovary	GTEX-12WSJ
GTEX-12WSJ_Vagina	Vagina	GTEX-12WSJ
GTEX-12WSJ_Colon	Colon	GTEX-12WSJ
GTEX-12WSJ_Muscle	Muscle	GTEX-12WSJ
GTEX-12WSK_Blood	Blood	GTEX-12WSK
GTEX-12WSK_Skin	Skin	GTEX-12WSK
GTEX-12WSK_Spleen	Spleen	GTEX-12WSK
GTEX-12WSK_Pancreas	Pancreas	GTEX-12WSK
GTEX-12WSK_Adrenal_Gland	Adrenal_Gland	GTEX-12WSK
GTEX-12WSK_Blood_Vessel	Blood_Vessel	GTEX-12WSK
GTEX-12WSK_Heart	Heart	GTEX-12WSK
GTEX-12WSK_Lung	Lung	GTEX-12WSK
GTEX-12WSK_Thyroid	Thyroid	GTEX-12WSK
GTEX-12WSK_Adipose_Tissue	Adipose_Tissue	GTEX-12WSK
GTEX-12WSK_Esophagus	Esophagus	GTEX-12WSK
GTEX-12WSK_Stomach	Stomach	GTEX-12WSK
GTEX-12WSK_Small_Intestine	Small_Intestine	GTEX-12WSK
GTEX-12WSK_Ovary	Ovary	GTEX-12WSK
GTEX-12WSK_Uterus	Uterus	GTEX-12WSK
GTEX-12WSK_Breast	Breast	GTEX-12WSK
GTEX-12WSK_Nerve	Nerve	GTEX-12WSK
GTEX-12WSL_Blood	Blood	GTEX-12WSL
GTEX-12WSL_Skin	Skin	GTEX-12WSL
GTEX-12WSL_Liver	Liver	GTEX-12WSL
GTEX-12WSL_Adrenal_Gland	Adrenal_Gland	GTEX-12WSL
GTEX-12WSL_Pancreas	Pancreas	GTEX-12WSL
GTEX-12WSL_Thyroid	Thyroid	GTEX-12WSL
GTEX-12WSL_Blood_Vessel	Blood_Vessel	GTEX-12WSL
GTEX-12WSL_Lung	Lung	GTEX-12WSL
GTEX-12WSL_Adipose_Tissue	Adipose_Tissue	GTEX-12WSL
GTEX-12WSL_Esophagus	Esophagus	GTEX-12WSL
GTEX-12WSL_Colon	Colon	GTEX-12WSL
GTEX-12WSL_Salivary_Gland	Salivary_Gland	GTEX-12WSL
GTEX-12WSL_Testis	Testis	GTEX-12WSL
GTEX-12WSL_Muscle	Muscle	GTEX-12WSL
GTEX-12WSL_Nerve	Nerve	GTEX-12WSL
GTEX-12WSM_Blood	Blood	GTEX-12WSM
GTEX-12WSM_Skin	Skin	GTEX-12WSM
GTEX-12WSM_Brain	Brain	GTEX-12WSM
GTEX-12WSM_Adipose_Tissue	Adipose_Tissue	GTEX-12WSM
GTEX-12WSM_Muscle	Muscle	GTEX-12WSM
GTEX-12WSM_Nerve	Nerve	GTEX-12WSM
GTEX-12WSM_Blood_Vessel	Blood_Vessel	GTEX-12WSM
GTEX-12WSM_Liver	Liver	GTEX-12WSM
